Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
54,Male,United Kingdom,No,No,Yes,Sometimes, 1000+,Yes,No,No,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,No,No
34,Male,Netherlands,No,No,No,Rarely, 6-25,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Somewhat easy,No,No,Unknown,Unknown,No,Maybe,Yes,No
38,Other,United States,No,No,Yes,Unknown, 26-100,No,Yes,Yes,Yes,No,No,Yes,Unknown,Unknown,Unknown,No,No,No,No,No,No
40,Male,Ireland,Yes,Yes,No,Unknown, 1000+,No,Yes,No,No,No,No,No,Unknown,Yes,Unknown,Unknown,No,No,Maybe,No,Yes
32,Male,United Kingdom,No,No,No,Unknown, 26-100,No,Yes,No,Unknown,No,Unknown,Don't know,Unknown,No,No,No,Unknown,No,Maybe,Unknown,No
25,Male,Germany,No,No,No,Never, 1000+,No,No,Unknown,Unknown,Unknown,Yes,Don't know,Unknown,No,No,Yes,Yes,No,Yes,Unknown,No
35,Other,United States,No,No,Yes,Sometimes, 100-500,No,Yes,No,Yes,No,No,Don't know,Unknown,Yes,Unknown,No,No,No,Maybe,No,No
46,Male,United States,No,No,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,Yes,Yes,Don't know,Unknown,Unknown,No,Unknown,No,No,No,Yes,No
42,Male,United States,No,No,No,Never, 100-500,No,No,Yes,No,Yes,No,Don't know,Very difficult,Unknown,No,Yes,Yes,Maybe,Yes,No,No
32,Male,United Kingdom,No,Yes,Yes,Sometimes, 6-25,Yes,Yes,Yes,No,No,No,Don't know,Unknown,No,No,Yes,Yes,Maybe,Maybe,Yes,No
47,Other,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,No,No,Unknown,Yes,No,Yes,Yes,No
22,Male,United States,No,No,No,Unknown, 1000+,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,No,No,Unknown,Yes,No,Maybe,Yes,No
33,Other,United States,No,No,Yes,Sometimes, 500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,No,No,Unknown,Unknown,No,No,Unknown,No
25,Other,United States,No,No,No,Sometimes, 6-25,No,Yes,No,No,No,No,No,Somewhat easy,Unknown,No,Unknown,No,No,No,Yes,No
29,Other,United States,No,No,No,Unknown, 1000+,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Unknown,Unknown,No,No,No,No,Maybe,Unknown,No
39,Male,United States,No,No,No,Never, 26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
38,Male,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,No,No,No,No,No,No,No
43,Male,United States,No,No,No,Unknown, 6-25,Yes,Yes,Unknown,No,No,Unknown,Don't know,Unknown,Unknown,No,Unknown,No,No,No,Unknown,No
46,Male,United States,No,No,Yes,Rarely, 500-1000,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,No,No,Unknown,Yes,No,Maybe,Yes,No
38,Other,United States,No,Yes,Yes,Sometimes, 1000+,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Unknown,No,Yes,Yes,No,No,No,Yes
33,Male,Germany,No,No,Yes,Sometimes, 6-25,No,Yes,Yes,Yes,No,No,Yes,Very easy,Yes,Yes,Unknown,Unknown,No,Maybe,No,No
34,Male,United Kingdom,No,Yes,Yes,Often, 26-100,No,Yes,No,Yes,No,No,Yes,Very easy,Unknown,Unknown,Yes,Yes,No,No,No,No
62,Other,United States,No,No,No,Never, 1000+,No,Yes,Yes,Yes,Unknown,Yes,Don't know,Unknown,Unknown,No,Unknown,Yes,Maybe,Maybe,Yes,No
23,Other,United States,No,No,No,Unknown, 1000+,No,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
35,Male,United States,No,No,No,Unknown, 1000+,No,No,No,No,No,No,Don't know,Unknown,Unknown,Unknown,No,No,No,No,No,No
25,Male,Bosnia and Herzegovina,No,Yes,No,Rarely, 26-100,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,Unknown,Yes,No,No,No,No,Unknown,Yes
36,Other,United States,Yes,Yes,Yes,Sometimes, 1-5,Yes,Yes,Unknown,Yes,Unknown,No,Yes,Somewhat difficult,Unknown,No,Unknown,Yes,No,Yes,Yes,No
41,Other,United States,No,Yes,Yes,Rarely, 500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No
24,Male,Austria,Yes,No,No,Sometimes, 1-5,No,Yes,Yes,Yes,Unknown,Unknown,Yes,Somewhat easy,No,No,Unknown,Unknown,Maybe,Maybe,Yes,No
51,Male,New Zealand,No,No,Yes,Sometimes, 26-100,Yes,Yes,No,Yes,Yes,No,No,Somewhat difficult,Yes,Yes,No,No,No,No,Unknown,Yes
29,Other,United States,No,No,Yes,Sometimes, 6-25,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,No,Unknown,No,No,Yes,No
31,Other,Canada,Yes,Yes,Yes,Sometimes, 100-500,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Yes,No
27,Male,United Kingdom,No,No,No,Unknown, 6-25,No,Yes,No,No,No,No,Don't know,Unknown,No,No,Unknown,Yes,No,Yes,Unknown,No
31,Male,Australia,No,No,Yes,Rarely, 100-500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Yes,Yes,No,No
27,Other,Hungary,Yes,Yes,No,Sometimes, 1-5,Yes,Yes,No,No,No,No,No,Very difficult,Yes,Unknown,No,No,No,Maybe,No,No
23,Male,Sweden,No,No,No,Rarely, 6-25,No,Yes,Unknown,No,No,Unknown,Don't know,Very easy,No,No,Unknown,Yes,Maybe,Maybe,Yes,No
21,Male,Canada,No,No,No,Never, 26-100,No,Yes,Unknown,Unknown,Unknown,No,Don't know,Unknown,Yes,Unknown,No,No,No,Maybe,Unknown,No
27,Other,Australia,No,Yes,Yes,Sometimes, 6-25,No,Yes,No,Yes,No,No,No,Somewhat difficult,Yes,No,Unknown,Unknown,No,No,No,No
39,Other,United States,No,Yes,Yes,Often, 26-100,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,No,Unknown,Yes,No,No,No,No
26,Other,United States,No,Yes,Yes,Never, 1000+,No,Yes,Unknown,No,No,Unknown,Don't know,Unknown,Unknown,No,No,No,No,No,No,No
27,Male,United Kingdom,No,No,No,Never, 6-25,No,Yes,Unknown,No,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
22,Other,United States,No,Yes,Yes,Sometimes, 500-1000,No,Yes,Yes,Yes,No,Unknown,Don't know,Unknown,No,No,Unknown,Unknown,No,No,No,Yes
26,Other,United States,No,Yes,Yes,Often, 100-500,No,No,Unknown,No,No,No,Don't know,Somewhat difficult,Unknown,No,No,No,No,Maybe,No,No
31,Other,United States,No,Yes,Yes,Rarely, 100-500,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No
32,Male,United Kingdom,No,No,No,Never, 6-25,No,Yes,Unknown,No,No,No,Don't know,Unknown,No,No,Yes,Yes,Yes,Yes,Yes,No
28,Other,United States,No,Yes,Yes,Often, 100-500,Yes,Yes,Yes,No,No,Unknown,Don't know,Unknown,Yes,Yes,Unknown,Unknown,No,No,No,Yes
28,Other,United Kingdom,No,Yes,Yes,Rarely, 100-500,No,Yes,No,Unknown,No,No,Yes,Somewhat difficult,Yes,Yes,Unknown,Unknown,Yes,No,No,Yes
23,Other,United Kingdom,No,No,No,Unknown, 6-25,No,Yes,Unknown,Unknown,No,No,Don't know,Very easy,Unknown,No,No,Unknown,No,Yes,Yes,No
30,Male,United Kingdom,No,No,No,Never, 26-100,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
36,Male,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Yes,No,No,Yes,Don't know,Somewhat difficult,Yes,No,Unknown,Yes,No,Yes,No,No
21,Other,United States,No,Yes,No,Unknown, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,Unknown,Yes,No,Maybe,Yes,No
30,Male,Germany,No,No,No,Often, 26-100,No,Yes,No,No,Unknown,No,Don't know,Somewhat easy,Unknown,No,Unknown,Unknown,Maybe,Yes,Unknown,No
25,Female,United States,No,Yes,No,Unknown, 500-1000,No,No,Unknown,Unknown,No,No,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,Maybe,Unknown,No
32,Male,New Zealand,No,No,Yes,Sometimes, 6-25,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Unknown,Yes,Maybe,Yes,Unknown,No
29,Other,Canada,No,No,Yes,Sometimes, 1-5,No,Yes,No,No,No,No,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,No,Yes,No
21,Other,United Kingdom,No,No,Yes,Sometimes, 26-100,No,Yes,No,Yes,Yes,No,Yes,Somewhat easy,Unknown,No,Unknown,Unknown,No,No,Yes,No
27,Other,New Zealand,No,Yes,Yes,Rarely, 100-500,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Unknown,Unknown,Unknown,Unknown,No,Yes,Unknown,No
32,Other,Canada,No,No,Yes,Often, 1000+,No,No,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,No,Unknown,No
34,Other,Australia,No,No,No,Sometimes, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Unknown,Yes,No,Maybe,Yes,No
33,Other,United States,No,No,No,Unknown, 26-100,No,Yes,Unknown,No,Unknown,Unknown,Don't know,Unknown,Yes,No,Unknown,No,No,Maybe,Unknown,No
22,Male,Netherlands,No,Yes,Yes,Sometimes, 6-25,Yes,Yes,No,Unknown,No,Unknown,Don't know,Somewhat easy,No,No,Unknown,Yes,Maybe,Yes,Yes,No
24,Other,United States,No,No,No,Unknown, 1000+,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No
65,Male,United States,Yes,No,No,Unknown, 6-25,Yes,No,No,No,No,No,Don't know,Very easy,Unknown,No,Unknown,No,No,No,Yes,No
27,Male,United States,No,Yes,Yes,Sometimes, 100-500,Yes,Yes,Unknown,No,No,Unknown,Don't know,Unknown,No,No,Unknown,No,No,No,Yes,No
33,Male,Australia,No,No,No,Never, 1000+,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Very easy,No,No,Unknown,Yes,Maybe,Yes,Yes,No
36,Male,United States,No,No,Yes,Rarely, 26-100,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Unknown,No,No,Unknown,Unknown,No,No,Unknown,No
40,Male,Canada,No,No,No,Never, 26-100,No,Yes,No,No,No,No,Don't know,Somewhat difficult,No,No,Unknown,Unknown,No,No,No,No
28,Male,United States,No,No,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Unknown,No,Unknown,No,No,Maybe,No,No
39,Male,United States,No,No,Yes,Sometimes, 500-1000,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,No,Maybe,Unknown,No
32,Male,United States,No,No,Yes,Sometimes, 1000+,No,Yes,Yes,No,No,Yes,Don't know,Somewhat easy,No,No,Yes,Unknown,Maybe,Yes,Unknown,No
31,Male,United States,No,Yes,No,Sometimes, 1000+,No,Yes,Yes,Unknown,Unknown,Unknown,Don't know,Somewhat easy,Unknown,No,No,Unknown,No,Yes,No,No
38,Other,United States,No,Yes,Yes,Sometimes, 100-500,No,Yes,Unknown,No,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,No
23,Male,United States,No,Yes,Yes,Rarely, 1-5,No,Yes,No,Yes,No,No,Don't know,Unknown,Unknown,No,Unknown,Yes,No,No,Yes,No
42,Other,United States,No,No,Yes,Often, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Unknown,Unknown,Yes,Yes,Maybe,Maybe,Unknown,No
27,Other,United States,No,No,No,Sometimes, 500-1000,No,Yes,Unknown,Unknown,Unknown,Yes,Don't know,Unknown,No,No,Unknown,Yes,No,No,Yes,No
26,Other,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,No,Yes
50,Male,United States,No,No,No,Never, 26-100,Yes,Yes,No,Yes,No,No,Don't know,Unknown,No,No,No,No,No,Maybe,No,No
37,Male,United States,No,Yes,No,Never, 26-100,No,Yes,Unknown,No,No,Unknown,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No
23,Male,United States,No,No,No,Unknown, 26-100,No,Yes,Unknown,No,Unknown,No,Don't know,Unknown,No,No,Yes,Yes,No,Maybe,Unknown,No
33,Other,United States,No,Yes,No,Sometimes, 6-25,Yes,Yes,Unknown,Unknown,No,No,Yes,Very easy,No,No,Unknown,Yes,No,No,Yes,No
29,Male,Canada,Yes,No,No,Never, 26-100,Yes,Yes,Yes,Yes,No,No,Yes,Very difficult,Yes,No,Unknown,No,No,Yes,No,No
34,Male,United States,No,Yes,Yes,Sometimes, 26-100,Yes,No,Yes,No,No,No,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,Maybe,Unknown,No
41,Male,United States,No,Yes,Yes,Often, 1000+,No,Yes,Yes,No,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Yes
50,Male,United States,No,Yes,No,Unknown, 100-500,Yes,Yes,Unknown,No,No,Unknown,Don't know,Unknown,No,No,Unknown,Yes,Maybe,Maybe,Unknown,No
29,Male,Canada,No,No,Yes,Never, 1000+,No,No,Yes,Unknown,Yes,Yes,Yes,Somewhat difficult,Unknown,No,Unknown,No,No,Maybe,Unknown,Yes
35,Male,United States,No,No,No,Never, 6-25,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Unknown,Yes,Maybe,Maybe,Yes,No
27,Male,Singapore,No,No,No,Sometimes, 1-5,Yes,Yes,No,No,No,No,Yes,Unknown,Yes,No,Unknown,Yes,No,No,No,No
40,Other,United States,No,No,No,Never, 26-100,No,No,Unknown,Unknown,No,No,Don't know,Somewhat easy,Unknown,Unknown,Yes,Yes,Maybe,Maybe,Unknown,No
27,Male,Australia,No,No,Yes,Often, 100-500,Yes,Yes,No,No,No,No,Don't know,Unknown,Unknown,No,Unknown,No,No,Maybe,No,Yes
29,Other,United States,No,No,No,Never, 26-100,No,Yes,Yes,Yes,Yes,No,Yes,Unknown,Unknown,No,Unknown,Unknown,No,Maybe,Unknown,Yes
31,Male,United States,No,Yes,Yes,Sometimes, 6-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,Unknown,No,Yes,Yes,No,Maybe,Unknown,No
43,Male,United States,No,No,Yes,Sometimes, 6-25,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Unknown,No
34,Male,United States,No,Yes,Yes,Sometimes, 26-100,Yes,Yes,Yes,Yes,No,No,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,Yes,Unknown,Yes
29,Male,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Unknown,No,No,No,No,Somewhat difficult,Yes,No,Unknown,Unknown,No,Maybe,Unknown,No
19,Male,Canada,No,Yes,Yes,Sometimes, 1-5,No,Yes,No,No,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,No,No,Maybe,Unknown,No
41,Other,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Yes,Unknown,Yes,Yes,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,No,No,No
29,Male,United States,No,Yes,No,Never, 100-500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Unknown,No,No,Unknown,Yes,No,Maybe,Yes,No
23,Male,United States,No,No,No,Rarely, 100-500,No,Yes,Yes,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Unknown,No,No,Yes,No
24,Other,United States,No,Yes,Yes,Sometimes, 100-500,No,Yes,Yes,Unknown,No,No,Don't know,Somewhat difficult,Yes,Unknown,No,No,No,No,No,Yes
31,Other,United States,No,No,No,Unknown, 26-100,Yes,Yes,Unknown,No,No,Unknown,Don't know,Unknown,Yes,No,No,No,No,Maybe,Unknown,No
43,Male,United States,No,No,No,Unknown, 500-1000,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Yes,Yes,No,No,Yes,No
31,Male,United States,No,Yes,Yes,Rarely, 100-500,No,Yes,No,No,No,Unknown,Don't know,Somewhat difficult,Yes,Yes,Unknown,No,No,No,No,Yes
29,Male,United States,No,Yes,No,Often, 100-500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Unknown,No,No,Unknown,Yes,No,No,Unknown,No
35,Male,United States,Yes,Yes,No,Unknown, 6-25,Yes,Yes,No,No,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
33,Male,United States,No,Yes,Yes,Sometimes, 100-500,No,No,Yes,Unknown,No,No,Yes,Somewhat difficult,Yes,Yes,No,No,No,No,No,No
30,Female,United States,Yes,Yes,Yes,Often, 1-5,Yes,No,No,Yes,No,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,Yes,No
27,Male,United States,No,No,No,Unknown, 1000+,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,No,No,Maybe,No,No
32,Male,United States,No,No,No,Sometimes, 100-500,No,Yes,No,Yes,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No
50,Male,United States,No,No,No,Sometimes, 1-5,Yes,Yes,Unknown,No,No,Unknown,Don't know,Unknown,Yes,Unknown,Unknown,Unknown,No,Maybe,Unknown,No
24,Male,United States,No,No,No,Never, 26-100,No,No,Unknown,Unknown,No,No,Don't know,Unknown,Unknown,Yes,Unknown,No,No,Maybe,No,No
27,Male,United States,No,No,No,Unknown, 26-100,No,Yes,Unknown,No,No,No,Don't know,Unknown,No,No,Yes,Yes,No,Maybe,Yes,No
27,Male,Australia,No,No,No,Never, 1-5,Yes,Yes,No,No,No,No,Don't know,Unknown,Yes,No,No,No,No,Maybe,Unknown,No
32,Male,United States,No,No,Yes,Sometimes, 6-25,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Unknown,Yes,Maybe,Maybe,Yes,No
42,Male,United States,Yes,No,No,Rarely, 6-25,Yes,No,No,Yes,No,No,Don't know,Very easy,No,No,Unknown,Yes,Maybe,Maybe,Yes,No
37,Male,United States,No,No,No,Often, 1000+,No,No,Unknown,No,No,No,Don't know,Unknown,Unknown,No,Unknown,No,No,No,No,No
30,Male,Singapore,No,No,No,Sometimes, 26-100,No,Yes,Unknown,Unknown,No,No,Don't know,Somewhat easy,Unknown,No,Unknown,No,No,Yes,No,Yes
29,Male,United States,No,No,No,Rarely, 1000+,No,Yes,Yes,No,No,No,Don't know,Very easy,Yes,Unknown,Unknown,No,No,No,Unknown,No
30,Male,United States,Yes,No,Yes,Often, 6-25,Yes,Yes,No,Unknown,No,Yes,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No
35,Male,United States,No,No,No,Never, 26-100,No,Yes,Yes,No,Yes,Unknown,Don't know,Unknown,No,No,Unknown,Unknown,Maybe,Maybe,Yes,No
35,Male,United States,No,Yes,Yes,Rarely, 100-500,Yes,No,Yes,Yes,No,No,Yes,Very difficult,Yes,No,Unknown,No,No,Maybe,No,No
38,Male,Netherlands,No,Yes,No,Often, 26-100,Yes,Yes,No,Unknown,No,Unknown,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,Maybe,Maybe,Unknown,No
22,Male,United Kingdom,No,Yes,Yes,Sometimes, 100-500,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Unknown,Yes,Maybe,Yes,Yes,No
24,Other,Germany,No,Yes,No,Sometimes, 100-500,No,Yes,Unknown,No,No,No,Don't know,Somewhat easy,No,No,Unknown,Unknown,No,Maybe,Unknown,No
22,Other,Netherlands,Yes,No,No,Never, 1-5,No,Yes,Unknown,Unknown,No,No,Don't know,Unknown,No,Unknown,Unknown,Yes,Maybe,Yes,No,Yes
31,Other,United States,No,No,Yes,Often, 26-100,Yes,Yes,Yes,Yes,No,No,Don't know,Very easy,Unknown,No,Unknown,Unknown,No,Yes,Unknown,No
23,Other,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Unknown,No,No,No,No,Unknown,No
31,Other,United States,No,Yes,Yes,Sometimes, 100-500,No,Yes,Unknown,No,No,No,Don't know,Unknown,No,No,Unknown,Unknown,No,No,Unknown,No
28,Other,United States,No,Yes,Yes,Rarely, 500-1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat difficult,Unknown,No,No,Unknown,No,No,No,No
37,Other,Canada,No,Yes,Yes,Sometimes, 100-500,No,No,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Unknown,Unknown,Unknown,No,Maybe,No,No
34,Male,United States,Yes,Yes,Yes,Sometimes, 6-25,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Unknown,Unknown,No,No,No,No
32,Other,Canada,No,No,No,Sometimes, 26-100,Yes,Yes,No,Yes,No,No,Yes,Very difficult,Yes,Unknown,Unknown,No,No,Maybe,No,Yes
28,Male,United States,No,Yes,Yes,Sometimes, 26-100,Yes,Yes,Yes,Unknown,No,Unknown,Don't know,Unknown,Yes,No,Unknown,Unknown,No,No,Unknown,Yes
24,Other,United Kingdom,No,No,Yes,Sometimes, 100-500,No,Yes,No,No,No,No,Don't know,Unknown,Unknown,No,No,Unknown,No,Maybe,Unknown,No
56,Male,United States,No,Yes,Yes,Rarely, 6-25,No,Yes,Yes,Yes,No,No,Don't know,Unknown,Yes,Unknown,Unknown,Unknown,No,No,Unknown,No
31,Male,Germany,No,No,No,Sometimes, 6-25,Yes,Yes,No,No,No,No,No,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
34,Other,United States,No,No,Yes,Sometimes, 100-500,Yes,Yes,Yes,Yes,No,Unknown,Don't know,Somewhat easy,Unknown,No,Unknown,Yes,No,No,Yes,No
35,Other,Germany,No,No,Yes,Rarely, 100-500,No,No,Unknown,No,Yes,Unknown,Don't know,Very easy,No,No,Unknown,Yes,No,No,Yes,No
28,Male,Germany,No,No,No,Never, 26-100,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Unknown,Unknown,Yes,Yes,Unknown,No
36,Male,Poland,Yes,Yes,Yes,Often, 6-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Unknown,Yes,Maybe,Maybe,Yes,Yes
30,Male,United Kingdom,No,No,Yes,Often, 26-100,No,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Unknown,Yes,No,Maybe,Yes,No
35,Male,United States,Yes,No,No,Unknown, 1-5,Yes,Yes,Yes,Unknown,No,No,Yes,Very easy,No,No,Unknown,Yes,No,No,Yes,No
49,Male,Japan,Yes,Yes,Yes,Sometimes, 1-5,Yes,Yes,No,Yes,Yes,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes
36,Male,Germany,No,No,No,Unknown, 26-100,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Unknown,Yes,Maybe,Maybe,Yes,No
35,Male,Germany,No,No,No,Unknown, 26-100,No,Yes,No,No,No,No,Don't know,Very easy,Unknown,No,Unknown,Unknown,No,No,Unknown,No
29,Other,Australia,No,Yes,Yes,Sometimes, 1000+,No,No,Yes,Yes,Yes,Yes,No,Somewhat difficult,Yes,No,Unknown,Unknown,No,No,No,Yes
57,Male,United States,No,No,No,Never, 26-100,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Unknown,No,No,No,Maybe,Unknown,Yes
31,Other,Belgium,No,Yes,Yes,Rarely, 100-500,No,No,Yes,No,No,No,No,Unknown,Unknown,No,Unknown,No,No,No,Unknown,Yes
37,Male,Ireland,Yes,No,No,Never, 6-25,No,Yes,No,No,No,No,Don't know,Unknown,Yes,Unknown,No,No,No,Maybe,Unknown,No
25,Male,Ireland,No,Yes,Yes,Sometimes, 26-100,No,Yes,No,No,No,No,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,Maybe,No,No
30,Male,Australia,No,No,No,Sometimes, 26-100,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Unknown,Unknown,No,No,Unknown,No
26,Other,Australia,No,Yes,No,Sometimes, 100-500,No,No,No,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Unknown,No
22,Other,Netherlands,No,No,No,Often, 6-25,No,Yes,No,No,No,No,Don't know,Unknown,No,No,No,Unknown,No,Yes,Unknown,No
39,Other,United States,No,No,No,Rarely, 1000+,Yes,No,Unknown,No,Yes,Yes,Don't know,Unknown,No,No,Unknown,Unknown,No,Maybe,Unknown,No
29,Male,United Kingdom,No,Yes,Yes,Never, 100-500,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,Unknown,Unknown,No,No,No,No,No,No
54,Male,United Kingdom,Yes,Yes,Yes,Sometimes, 1-5,Yes,Yes,Unknown,Unknown,No,No,Don't know,Very easy,No,No,Unknown,Yes,Yes,Yes,Unknown,Yes
34,Other,Australia,No,Yes,No,Never, 500-1000,No,No,Unknown,No,Yes,Yes,Don't know,Unknown,Yes,Unknown,No,No,No,No,Unknown,Yes
32,Other,United States,No,No,Yes,Never, 500-1000,No,No,Yes,Unknown,Yes,Yes,Don't know,Very easy,Unknown,No,No,No,No,No,Yes,No
25,Male,Nigeria,No,No,No,Unknown, 6-25,No,Yes,No,No,No,No,Don't know,Unknown,Unknown,No,Yes,Yes,No,Yes,Unknown,No
29,Male,Poland,No,No,No,Rarely, 1-5,No,Yes,No,No,No,No,No,Somewhat difficult,No,Unknown,Unknown,No,No,No,Yes,No
32,Male,Germany,Yes,No,No,Never, 1-5,Yes,Yes,No,No,No,No,Don't know,Unknown,No,No,Unknown,Yes,No,Maybe,Unknown,No
30,Other,United Kingdom,No,Yes,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,No,Unknown,Yes,Unknown,Unknown,No,Unknown,Yes,No,Yes,Yes,No
31,Male,Germany,No,No,No,Unknown, 6-25,No,Yes,Unknown,No,No,Unknown,Don't know,Somewhat easy,No,No,Unknown,Yes,Maybe,Maybe,Unknown,No
20,Other,Switzerland,No,No,No,Rarely, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Unknown,Unknown,No,Maybe,Yes,No
27,Male,United Kingdom,No,No,No,Never, 1-5,No,Yes,Unknown,No,No,Unknown,Don't know,Unknown,No,No,Unknown,Yes,Maybe,Maybe,Unknown,No
32,Male,United States,No,No,No,Never, 1000+,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
26,Male,Ireland,Yes,No,No,Never, 1-5,Yes,Yes,No,No,No,No,Don't know,Somewhat difficult,Unknown,No,Unknown,Yes,Maybe,Maybe,Yes,No
